Programme Name,Year,Award Status,Applicant Gender,Amount Requested,Amount Funded
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,1210000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,650000,
SFI Investigator Programme/Principal Investigator Programme,2013,Awarded,Male,1530000,1390000
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,2000000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,2000000,
SFI Investigator Programme/Principal Investigator Programme,2013,Awarded,Male,1220000,1170000
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,1030000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,700000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Female,1510000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,520000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,1320000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,1970000,
SFI Investigator Programme/Principal Investigator Programme,2013,Awarded,Male,2450000,2420000
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,970000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,390000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,840000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Female,1490000,
SFI Investigator Programme/Principal Investigator Programme,2013,Awarded,Female,620000,620000
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,590000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Female,750000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,580000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,710000,
SFI Investigator Programme/Principal Investigator Programme,2013,Awarded,Male,940000,940000
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,750000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,900000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Female,1000000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,610000,
SFI Investigator Programme/Principal Investigator Programme,2013,Awarded,Male,1900000,1740000
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,550000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,450000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,1310000,
SFI Investigator Programme/Principal Investigator Programme,2013,Awarded,Female,1540000,1500000
SFI Investigator Programme/Principal Investigator Programme,2013,Awarded,Male,1150000,1140000
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,800000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,890000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,440000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,2100000,
SFI Investigator Programme/Principal Investigator Programme,2013,Awarded,Male,700000,700000
SFI Investigator Programme/Principal Investigator Programme,2013,Awarded,Male,870000,860000
SFI Investigator Programme/Principal Investigator Programme,2013,Awarded,Male,1680000,1630000
SFI Investigator Programme/Principal Investigator Programme,2013,Awarded,Male,660000,660000
SFI Investigator Programme/Principal Investigator Programme,2013,Awarded,Male,960000,950000
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,360000,
SFI Investigator Programme/Principal Investigator Programme,2013,Awarded,Male,490000,480000
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,830000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Female,1100000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,1350000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,950000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,1380000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,450000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,500000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Female,910000,
SFI Investigator Programme/Principal Investigator Programme,2013,Awarded,Male,710000,710000
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,540000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,1620000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Female,620000,
SFI Investigator Programme/Principal Investigator Programme,2013,Awarded,Male,490000,490000
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,1200000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Female,1000000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,780000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,400000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,680000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,900000,
SFI Investigator Programme/Principal Investigator Programme,2013,Awarded,Male,1380000,1190000
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,2480000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,980000,
SFI Investigator Programme/Principal Investigator Programme,2013,Awarded,Male,470000,460000
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,750000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,990000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,1350000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Female,1000000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,530000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,520000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,900000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Female,540000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,790000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Female,1000000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,320000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,1390000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,540000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,1320000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,1000000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,1540000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,790000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,450000,
SFI Investigator Programme/Principal Investigator Programme,2013,Awarded,Male,1200000,1060000
SFI Investigator Programme/Principal Investigator Programme,2013,Awarded,Male,1560000,1390000
SFI Investigator Programme/Principal Investigator Programme,2013,Awarded,Male,760000,690000
SFI Investigator Programme/Principal Investigator Programme,2013,Awarded,Male,780000,750000
SFI Investigator Programme/Principal Investigator Programme,2013,Awarded,Male,1540000,1520000
SFI Investigator Programme/Principal Investigator Programme,2013,Awarded,Male,1350000,1340000
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Female,970000,
SFI Investigator Programme/Principal Investigator Programme,2013,Awarded,Male,1290000,910000
SFI Investigator Programme/Principal Investigator Programme,2013,Awarded,Male,430000,430000
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Female,840000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Female,1140000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,540000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,1340000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,1250000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,1000000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,950000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Female,570000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,900000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,1400000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,540000,
SFI Investigator Programme/Principal Investigator Programme,2013,Awarded,Male,1110000,1050000
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,700000,
SFI Investigator Programme/Principal Investigator Programme,2013,Awarded,Male,1000000,970000
SFI Investigator Programme/Principal Investigator Programme,2013,Awarded,Male,980000,930000
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,1890000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,480000,
SFI Investigator Programme/Principal Investigator Programme,2013,Awarded,Male,720000,670000
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,450000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,930000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,1640000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,400000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Female,1000000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,950000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,920000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,680000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,990000,
SFI Investigator Programme/Principal Investigator Programme,2013,Awarded,Female,400000,400000
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,420000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,980000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,570000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,980000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Female,780000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,580000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,770000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,1080000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,500000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,750000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,990000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,720000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,640000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,950000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,500000,
SFI Investigator Programme/Principal Investigator Programme,2013,Awarded,Male,730000,580000
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Female,1960000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Female,1300000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,370000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Female,640000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,990000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,680000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,490000,
SFI Investigator Programme/Principal Investigator Programme,2013,Awarded,Male,890000,890000
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,1620000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,740000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Female,800000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,880000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,1280000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Female,720000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,1110000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,800000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,480000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,1060000,
SFI Research Centres,2012,Awarded,Male,22200000,22060000
SFI Research Centres,2012,Awarded,Male,15800000,15250000
SFI Research Centres,2012,Awarded,Male,29900000,27890000
SFI Research Centres,2012,Awarded,Female,5440000,5890000
SFI Research Centres,2012,Awarded,Male,18380000,14700000
SFI Research Centres,2012,Awarded,Male,29650000,27340000
SFI Research Centres,2012,Awarded,Male,47940000,44440000
SFI President of Ireland Young Researcher Award,2013,Declined,Male,1000000,
SFI President of Ireland Young Researcher Award,2013,Declined,Male,,
SFI Career Development Award,2013,Declined,Male,490000,
SFI Starting Investigator Research Grant,2013,Declined,Male,380000,
SFI Career Development Award,2013,Declined,Male,360000,
SFI President of Ireland Young Researcher Award,2013,Declined,Male,,
SFI Career Development Award,2013,Declined,Male,440000,
SFI Research Centres,2013,Awarded,Male,30000000,28820000
SFI Starting Investigator Research Grant,2013,Declined,Female,400000,
SFI Research Centres,2013,Declined,Male,30000000,
SFI Research Centres,2013,Awarded,Female,29870000,24250000
SFI Research Centres,2013,Declined,Female,17030000,
SFI Starting Investigator Research Grant,2013,Awarded,Male,400000,400000
SFI Career Development Award,2013,Declined,Male,500000,
SFI Starting Investigator Research Grant,2013,Declined,Male,400000,
SFI Starting Investigator Research Grant,2013,Declined,Male,370000,
SFI Career Development Award,2013,Declined,Male,480000,
SFI Career Development Award,2013,Declined,Male,480000,
SFI Starting Investigator Research Grant,2013,Declined,Male,360000,
SFI Research Centres,2013,Awarded,Male,23980000,19430000
SFI Career Development Award,2013,Awarded,Male,440000,430000
SFI Research Centres,2013,Awarded,Male,27340000,25210000
SFI Starting Investigator Research Grant,2013,Declined,Male,400000,
SFI Career Development Award,2013,Declined,Male,500000,
SFI Starting Investigator Research Grant,2013,Awarded,Male,400000,400000
SFI Starting Investigator Research Grant,2013,Awarded,Male,380000,370000
SFI Starting Investigator Research Grant,2013,Declined,Male,400000,
SFI Starting Investigator Research Grant,2013,Declined,Male,400000,
SFI Career Development Award,2013,Awarded,Female,650000,640000
SFI Career Development Award,2013,Declined,Male,500000,
SFI Starting Investigator Research Grant,2013,Declined,Male,340000,
SFI Research Centres,2013,Awarded,Male,29950000,23840000
SFI Research Centres,2013,Declined,Male,45380000,
SFI Research Centres,2013,Declined,Male,18000000,
SFI Research Centres,2013,Declined,Male,27340000,
SFI Starting Investigator Research Grant,2013,Awarded,Female,400000,400000
SFI Research Centres,2013,Declined,Male,28200000,
SFI Research Centres,2013,Declined,Male,29630000,
SFI Career Development Award,2013,Awarded,Male,460000,440000
SFI Career Development Award,2013,Declined,Female,390000,
SFI Career Development Award,2013,Awarded,Male,460000,460000
SFI Starting Investigator Research Grant,2013,Declined,Male,400000,
SFI Career Development Award,2013,Awarded,Female,480000,480000
SFI Career Development Award,2013,Declined,Male,500000,
SFI Starting Investigator Research Grant,2013,Declined,Male,400000,
SFI Starting Investigator Research Grant,2013,Awarded,Male,400000,400000
SFI Career Development Award,2013,Declined,Male,580000,
SFI Starting Investigator Research Grant,2013,Awarded,Male,400000,400000
SFI Starting Investigator Research Grant,2013,Declined,Female,400000,
SFI Starting Investigator Research Grant,2013,Awarded,Female,400000,400000
SFI Career Development Award,2013,Declined,Female,500000,
SFI Career Development Award,2013,Awarded,Female,430000,420000
SFI Starting Investigator Research Grant,2013,Awarded,Male,400000,400000
SFI Starting Investigator Research Grant,2013,Awarded,Male,400000,400000
SFI Starting Investigator Research Grant,2013,Awarded,Male,400000,400000
SFI Starting Investigator Research Grant,2013,Declined,Female,400000,
SFI Starting Investigator Research Grant,2013,Declined,Female,400000,
SFI Career Development Award,2013,Awarded,Male,480000,480000
SFI Starting Investigator Research Grant,2013,Declined,Male,380000,
SFI Starting Investigator Research Grant,2013,Awarded,Male,400000,400000
SFI Career Development Award,2013,Awarded,Female,500000,500000
SFI Career Development Award,2013,Declined,Male,480000,
SFI Career Development Award,2013,Declined,Female,480000,
SFI Career Development Award,2013,Declined,Male,700000,
SFI Career Development Award,2013,Declined,Female,500000,
SFI Career Development Award,2013,Declined,Female,500000,
SFI Starting Investigator Research Grant,2013,Awarded,Female,400000,400000
SFI Starting Investigator Research Grant,2013,Awarded,Male,400000,400000
SFI Career Development Award,2013,Awarded,Female,500000,500000
SFI Career Development Award,2013,Declined,Male,500000,
SFI Starting Investigator Research Grant,2013,Awarded,Male,400000,400000
SFI Starting Investigator Research Grant,2013,Awarded,Female,400000,400000
SFI Career Development Award,2013,Awarded,Male,500000,500000
SFI Career Development Award,2013,Declined,Male,450000,
SFI Career Development Award,2013,Declined,Male,390000,
SFI Starting Investigator Research Grant,2013,Awarded,Female,400000,400000
SFI Starting Investigator Research Grant,2013,Declined,Male,350000,
SFI Starting Investigator Research Grant,2013,Declined,Female,300000,
SFI Career Development Award,2013,Awarded,Male,500000,500000
SFI Starting Investigator Research Grant,2013,Declined,Female,350000,
SFI Starting Investigator Research Grant,2013,Declined,Male,360000,
SFI Career Development Award,2013,Awarded,Male,500000,500000
SFI Starting Investigator Research Grant,2013,Awarded,Female,400000,400000
SFI Starting Investigator Research Grant,2013,Declined,Male,400000,
SFI Starting Investigator Research Grant,2013,Awarded,Male,400000,400000
SFI Starting Investigator Research Grant,2013,Declined,Male,400000,
SFI Career Development Award,2013,Declined,Female,480000,
SFI Starting Investigator Research Grant,2013,Awarded,Male,370000,360000
SFI Starting Investigator Research Grant,2013,Declined,Male,350000,
SFI Career Development Award,2013,Declined,Male,470000,
SFI Career Development Award,2013,Awarded,Female,490000,490000
SFI Career Development Award,2013,Awarded,Female,500000,480000
SFI Starting Investigator Research Grant,2013,Awarded,Male,400000,400000
SFI President of Ireland Young Researcher Award,2013,Awarded,Female,920000,860000
SFI Career Development Award,2013,Declined,Male,420000,
SFI Career Development Award,2013,Declined,Female,480000,
SFI Starting Investigator Research Grant,2013,Declined,Female,310000,
SFI Career Development Award,2013,Awarded,Male,450000,410000
SFI Starting Investigator Research Grant,2013,Awarded,Male,360000,360000
SFI Starting Investigator Research Grant,2013,Declined,Male,400000,
SFI Career Development Award,2013,Awarded,Male,500000,500000
SFI Starting Investigator Research Grant,2013,Declined,Male,400000,
SFI Starting Investigator Research Grant,2013,Declined,Female,400000,
SFI Career Development Award,2013,Awarded,Male,460000,450000
SFI Career Development Award,2013,Awarded,Male,490000,490000
SFI Starting Investigator Research Grant,2013,Declined,Male,400000,
SFI Career Development Award,2013,Declined,Male,490000,
SFI Starting Investigator Research Grant,2013,Declined,Male,400000,
SFI Career Development Award,2013,Declined,Male,720000,
SFI Starting Investigator Research Grant,2013,Declined,Male,360000,
SFI Starting Investigator Research Grant,2013,Declined,Male,400000,
SFI Starting Investigator Research Grant,2013,Declined,Male,400000,
SFI Starting Investigator Research Grant,2013,Declined,Male,370000,
SFI Starting Investigator Research Grant,2013,Awarded,Male,360000,340000
SFI Starting Investigator Research Grant,2013,Declined,Male,390000,
SFI Career Development Award,2013,Awarded,Female,500000,500000
SFI Career Development Award,2013,Declined,Male,410000,
SFI Career Development Award,2013,Declined,Male,500000,
SFI Career Development Award,2013,Declined,Male,490000,
SFI President of Ireland Young Researcher Award,2013,Declined,Female,,
SFI Career Development Award,2013,Declined,Male,390000,
SFI Career Development Award,2013,Declined,Male,500000,
SFI Career Development Award,2013,Awarded,Male,470000,470000
SFI Career Development Award,2013,Declined,Male,380000,
SFI Career Development Award,2013,Awarded,Male,500000,500000
SFI Career Development Award,2013,Awarded,Male,500000,500000
SFI Career Development Award,2013,Declined,Male,450000,
SFI Career Development Award,2013,Declined,Male,480000,
SFI Career Development Award,2013,Declined,Male,500000,
SFI Career Development Award,2013,Awarded,Male,500000,500000
SFI Career Development Award,2013,Declined,Male,430000,
SFI Career Development Award,2013,Declined,Male,460000,
SFI Career Development Award,2013,Declined,Male,340000,
SFI Career Development Award,2013,Declined,Male,720000,
SFI Career Development Award,2013,Declined,Male,500000,
SFI President of Ireland Young Researcher Award,2013,Declined,Female,790000,
SFI President of Ireland Young Researcher Award,2013,Declined,Male,,
SFI President of Ireland Young Researcher Award,2014,Declined,Male,,
SFI President of Ireland Young Researcher Award,2014,Declined,Female,820000,
SFI President of Ireland Young Researcher Award,2013,Awarded,Female,1000000,840000
SFI President of Ireland Young Researcher Award,2014,Declined,Male,,
SFI President of Ireland Young Researcher Award,2014,Declined,Female,,
SFI Research Centres,2013,Declined,Male,30000000,
SFI Technology Innovation Development Award,2014,Declined,Male,80000,
SFI Technology Innovation Development Award,2014,Awarded,Male,100000,100000
SFI Technology Innovation Development Award,2014,Awarded,Male,100000,100000
SFI Technology Innovation Development Award,2014,Awarded,Male,100000,100000
SFI Technology Innovation Development Award,2014,Awarded,Male,100000,80000
SFI Technology Innovation Development Award,2014,Declined,Male,100000,
SFI Industry Fellowship,2014,Awarded,Female,70000,70000
SFI Technology Innovation Development Award,2014,Awarded,Female,100000,100000
SFI Technology Innovation Development Award,2014,Declined,Male,70000,
SFI Technology Innovation Development Award,2014,Awarded,Male,90000,90000
SFI Investigator Programme/Principal Investigator Programme,2014,Declined,Female,1020000,
SFI Investigator Programme/Principal Investigator Programme,2014,Awarded,Male,1180000,1160000
SFI Technology Innovation Development Award,2014,Awarded,Male,100000,100000
SFI Investigator Programme/Principal Investigator Programme,2014,Awarded,Female,1410000,880000
SFI Technology Innovation Development Award,2014,Awarded,Male,100000,100000
SFI Technology Innovation Development Award,2014,Awarded,Female,100000,100000
SFI Technology Innovation Development Award,2014,Declined,Male,80000,
SFI Technology Innovation Development Award,2014,Declined,Male,100000,
SFI Technology Innovation Development Award,2014,Awarded,Male,100000,100000
SFI Investigator Programme/Principal Investigator Programme,2014,Declined,Male,1030000,
SFI Investigator Programme/Principal Investigator Programme,2014,Declined,Male,530000,
SFI Investigator Programme/Principal Investigator Programme,2014,Declined,Male,1020000,
SFI Technology Innovation Development Award,2014,Declined,Male,80000,
SFI Investigator Programme/Principal Investigator Programme,2014,Declined,Male,1560000,
SFI Technology Innovation Development Award,2014,Declined,Female,100000,
SFI Technology Innovation Development Award,2014,Awarded,Male,100000,100000
SFI Investigator Programme/Principal Investigator Programme,2014,Awarded,Female,570000,560000
SFI Investigator Programme/Principal Investigator Programme,2014,Declined,Male,1060000,
SFI Technology Innovation Development Award,2014,Declined,Male,90000,
SFI Technology Innovation Development Award,2014,Awarded,Male,100000,100000
SFI Investigator Programme/Principal Investigator Programme,2014,Declined,Male,1490000,
SFI Investigator Programme/Principal Investigator Programme,2014,Declined,Male,450000,
SFI Industry Fellowship,2014,Declined,Male,40000,
SFI Technology Innovation Development Award,2014,Awarded,Male,100000,90000
SFI Technology Innovation Development Award,2014,Declined,Male,80000,
SFI Technology Innovation Development Award,2014,Declined,Male,90000,
SFI Technology Innovation Development Award,2014,Declined,Female,100000,
SFI Technology Innovation Development Award,2014,Declined,Female,90000,
SFI Technology Innovation Development Award,2014,Declined,Male,70000,
SFI Investigator Programme/Principal Investigator Programme,2014,Declined,Male,660000,
SFI Investigator Programme/Principal Investigator Programme,2014,Declined,Female,770000,
SFI Technology Innovation Development Award,2014,Declined,Male,40000,
SFI Technology Innovation Development Award,2014,Awarded,Male,100000,100000
SFI Technology Innovation Development Award,2014,Awarded,Female,90000,90000
SFI Investigator Programme/Principal Investigator Programme,2014,Declined,Female,650000,
SFI Investigator Programme/Principal Investigator Programme,2014,Declined,Female,890000,
SFI Technology Innovation Development Award,2014,Declined,Male,90000,
SFI Technology Innovation Development Award,2014,Awarded,Male,90000,90000
SFI Technology Innovation Development Award,2014,Awarded,Male,90000,90000
SFI Industry Fellowship,2014,Declined,Female,80000,
SFI Technology Innovation Development Award,2014,Awarded,Male,90000,90000
SFI Technology Innovation Development Award,2014,Awarded,Female,90000,90000
SFI Technology Innovation Development Award,2014,Declined,Male,100000,
SFI Technology Innovation Development Award,2014,Awarded,Male,100000,100000
SFI Investigator Programme/Principal Investigator Programme,2014,Declined,Male,1240000,
SFI Technology Innovation Development Award,2014,Awarded,Female,100000,90000
SFI Technology Innovation Development Award,2014,Awarded,Male,90000,90000
SFI Technology Innovation Development Award,2014,Declined,Female,80000,
SFI Technology Innovation Development Award,2014,Declined,Male,100000,
SFI Technology Innovation Development Award,2014,Awarded,Female,90000,80000
SFI Technology Innovation Development Award,2014,Awarded,Male,100000,100000
SFI Technology Innovation Development Award,2014,Awarded,Female,90000,90000
SFI Technology Innovation Development Award,2014,Declined,Male,80000,
SFI Technology Innovation Development Award,2014,Awarded,Male,100000,100000
SFI Technology Innovation Development Award,2014,Declined,Male,90000,
SFI Technology Innovation Development Award,2014,Declined,Male,100000,
SFI Technology Innovation Development Award,2014,Awarded,Male,100000,80000
SFI Technology Innovation Development Award,2014,Awarded,Male,100000,100000
SFI Technology Innovation Development Award,2014,Awarded,Female,80000,80000
SFI Technology Innovation Development Award,2014,Awarded,Female,100000,100000
SFI Investigator Programme/Principal Investigator Programme,2014,Awarded,Male,510000,510000
SFI Technology Innovation Development Award,2014,Declined,Male,100000,
SFI Technology Innovation Development Award,2014,Awarded,Male,100000,100000
SFI Investigator Programme/Principal Investigator Programme,2014,Declined,Male,500000,
SFI Technology Innovation Development Award,2014,Declined,Female,70000,
SFI Technology Innovation Development Award,2014,Awarded,Male,90000,80000
SFI Technology Innovation Development Award,2014,Declined,Male,100000,
SFI Technology Innovation Development Award,2014,Declined,Female,70000,
SFI Technology Innovation Development Award,2014,Awarded,Female,90000,90000
SFI Technology Innovation Development Award,2014,Declined,Male,100000,
SFI Technology Innovation Development Award,2014,Awarded,Male,100000,100000
SFI Investigator Programme/Principal Investigator Programme,2014,Declined,Male,1230000,
SFI Technology Innovation Development Award,2014,Declined,Male,100000,
SFI Investigator Programme/Principal Investigator Programme,2014,Declined,Male,1410000,
SFI Technology Innovation Development Award,2014,Awarded,Male,100000,100000
SFI Technology Innovation Development Award,2014,Declined,Female,90000,
SFI Investigator Programme/Principal Investigator Programme,2014,Awarded,Male,2320000,2260000
SFI Technology Innovation Development Award,2014,Awarded,Male,90000,90000
SFI Technology Innovation Development Award,2014,Awarded,Female,100000,100000
SFI Technology Innovation Development Award,2014,Awarded,Female,100000,100000
SFI Investigator Programme/Principal Investigator Programme,2014,Declined,Male,1580000,
SFI Technology Innovation Development Award,2014,Awarded,Male,100000,90000
SFI Technology Innovation Development Award,2014,Awarded,Male,70000,70000
SFI Technology Innovation Development Award,2014,Declined,Male,100000,
SFI Technology Innovation Development Award,2014,Declined,Male,100000,
SFI Technology Innovation Development Award,2014,Awarded,Male,90000,90000
SFI Investigator Programme/Principal Investigator Programme,2014,Declined,Male,1140000,
SFI Technology Innovation Development Award,2014,Awarded,Female,100000,100000
SFI Technology Innovation Development Award,2014,Awarded,Male,90000,90000
SFI Technology Innovation Development Award,2014,Awarded,Male,90000,90000
SFI Technology Innovation Development Award,2014,Awarded,Male,100000,100000
SFI Technology Innovation Development Award,2014,Awarded,Male,100000,100000
SFI Technology Innovation Development Award,2014,Declined,Female,90000,
SFI Technology Innovation Development Award,2014,Declined,Male,100000,
SFI Technology Innovation Development Award,2014,Awarded,Male,100000,100000
SFI Technology Innovation Development Award,2014,Awarded,Male,60000,60000
SFI Technology Innovation Development Award,2014,Declined,Male,100000,
SFI Technology Innovation Development Award,2014,Declined,Male,100000,
SFI Technology Innovation Development Award,2014,Awarded,Male,100000,100000
SFI Technology Innovation Development Award,2014,Awarded,Male,90000,90000
SFI Investigator Programme/Principal Investigator Programme,2014,Declined,Female,1470000,
SFI Technology Innovation Development Award,2014,Declined,Male,90000,
SFI Technology Innovation Development Award,2014,Declined,Female,90000,
SFI Technology Innovation Development Award,2014,Declined,Male,90000,
SFI Technology Innovation Development Award,2014,Awarded,Female,80000,80000
SFI Technology Innovation Development Award,2014,Declined,Female,100000,
SFI Technology Innovation Development Award,2014,Awarded,Female,100000,100000
SFI Investigator Programme/Principal Investigator Programme,2014,Declined,Male,730000,
SFI Technology Innovation Development Award,2014,Declined,Male,90000,
SFI Technology Innovation Development Award,2014,Awarded,Male,100000,100000
SFI Investigator Programme/Principal Investigator Programme,2014,Declined,Female,960000,
SFI Technology Innovation Development Award,2014,Declined,Female,100000,
SFI Technology Innovation Development Award,2014,Declined,Male,90000,
SFI Technology Innovation Development Award,2014,Awarded,Male,90000,90000
